area_name,prefecture,slug,source_url,type,parent_area,in_me,in_mg,ahrefs_volume,reasons
茅ヶ崎,神奈川県,chigasaki-茅ヶ崎,/chigasaki/chigasaki-station/all/,top_level,茅ヶ崎・平塚,,,1950,"top_level_base,ahrefs_1950"
菊名,神奈川県,shinyokohama-菊名,/shinyokohama/kikuna-station/all/,top_level,新横浜・菊名,o,,750,"top_level_base,in_ME,ahrefs_750"
藤沢,神奈川県,fujisawa-藤沢,/fujisawa/fujisawa-station/all/,top_level,藤沢・湘南台,o,o,5340,"top_level_base,in_ME,in_MG,ahrefs_5340"
関内,神奈川県,yokohama-関内,/yokohama/kannai-station/all/,top_level,横浜・関内,o,o,8010,"top_level_base,in_ME,in_MG,ahrefs_8010"
青葉台,神奈川県,saginuma-青葉台,/saginuma/aobadai-station/all/,top_level,鷺沼・たまプラーザ・青葉台,,,2700,"top_level_base,ahrefs_2700"
鶴見,神奈川県,kawasaki-鶴見,/kawasaki/tsurumi-station/all/,top_level,川崎・鶴見,,,3050,"top_level_base,ahrefs_3050"
鷺沼,神奈川県,saginuma-鷺沼,/saginuma/saginuma-station/all/,top_level,鷺沼・たまプラーザ・青葉台,,,1600,"top_level_base,ahrefs_1600"
片町,福井県,fukui-片町,/fukui/,top_level,福井・片町,o,,0,"top_level_base,in_ME"
福井,福井県,fukui-福井,/fukui/,top_level,福井・片町,,,4300,"top_level_base,ahrefs_4300"
久留米,福岡県,kurume-久留米,/kurume/,top_level,久留米・筑後,o,o,14640,"top_level_base,in_ME,in_MG,ahrefs_14640"
北九州,福岡県,kitakyushu-北九州,/kitakyushu/,top_level,北九州・小倉,o,,2650,"top_level_base,in_ME,ahrefs_2650"
南小倉,福岡県,minamikokura,/kitakyushu/minamikokura-station/all/,station,北九州・小倉,,o,0,in_MG
博多,福岡県,hakata,/hakata/hakata-station/all/,top_level,博多,o,o,26750,"top_level_base,in_ME,in_MG,ahrefs_26750"
天神,福岡県,tenjin,/hakata/tenjin-station/all/,station,博多,o,,2300,"in_ME,ahrefs_2300"
小倉,福岡県,kitakyushu-小倉,/kitakyushu/kokura-station/all/,top_level,北九州・小倉,,o,19200,"top_level_base,in_MG,ahrefs_19200"
筑後,福岡県,kurume-筑後,/kurume/,top_level,久留米・筑後,o,,0,"top_level_base,in_ME"
薬院,福岡県,yakuin,/hakata/yakuin-station/all/,station,博多,o,,400,in_ME
西小倉,福岡県,nishikokura,/kitakyushu/nishikokura-station/all/,station,北九州・小倉,,o,0,in_MG
西鉄平尾,福岡県,hirao,/hakata/hirao-station/all/,station,博多,o,,0,in_ME
黒崎,福岡県,kurosaki,/kitakyushu/kurosaki-station/all/,station,北九州・小倉,,,1800,ahrefs_1800
福島,福島県,fukushima-福島,/fukushima/,top_level,福島・郡山,,o,3390,"top_level_base,in_MG,ahrefs_3390"
郡山,福島県,fukushima-郡山,/fukushima/,top_level,福島・郡山,o,,5930,"top_level_base,in_ME,ahrefs_5930"
秋田,秋田県,akita,/akita/,top_level,秋田,,,4010,"top_level_base,ahrefs_4010"
群馬,群馬県,gunma-群馬,/gunma/,top_level,群馬・高崎,,,7550,"top_level_base,ahrefs_7550"
高崎,群馬県,gunma-高崎,/gunma/,top_level,群馬・高崎,o,o,3750,"top_level_base,in_ME,in_MG,ahrefs_3750"
つくば,茨城県,tsukuba-つくば,/tsukuba/,top_level,茨城西南（つくば・土浦）,o,o,7100,"top_level_base,in_ME,in_MG,ahrefs_7100"
土浦,茨城県,tsukuba-土浦,/tsukuba/,top_level,茨城西南（つくば・土浦）,o,,1700,"top_level_base,in_ME,ahrefs_1700"
水戸,茨城県,ibaraki-水戸,/ibaraki/,top_level,茨城央北（水戸・神栖）,o,o,13300,"top_level_base,in_ME,in_MG,ahrefs_13300"
神栖,茨城県,ibaraki-神栖,/ibaraki/,top_level,茨城央北（水戸・神栖）,,,1500,"top_level_base,ahrefs_1500"
茨城央北,茨城県,ibaraki-茨城央北,/ibaraki/,top_level,茨城央北（水戸・神栖）,,,0,top_level_base
茨城西南,茨城県,tsukuba-茨城西南,/tsukuba/,top_level,茨城西南（つくば・土浦）,,,0,top_level_base
佐世保,長崎県,nagasaki-佐世保,/nagasaki/,top_level,長崎・佐世保,o,,3300,"top_level_base,in_ME,ahrefs_3300"
長崎,長崎県,nagasaki-長崎,/nagasaki/,top_level,長崎・佐世保,o,,8740,"top_level_base,in_ME,ahrefs_8740"
松本,長野県,nagano-松本,/nagano/,top_level,長野・松本,o,o,3650,"top_level_base,in_ME,in_MG,ahrefs_3650"
長野,長野県,nagano-長野,/nagano/,top_level,長野・松本,,o,5310,"top_level_base,in_MG,ahrefs_5310"
弘前,青森県,aomori-弘前,/aomori/,top_level,青森・弘前,o,,800,"top_level_base,in_ME,ahrefs_800"
青森,青森県,aomori-青森,/aomori/,top_level,青森・弘前,,,2560,"top_level_base,ahrefs_2560"
中部,静岡県,shizuoka-中部,/shizuoka/,top_level,静岡・中部,,,0,top_level_base
富士,静岡県,numazu-富士,/numazu/,top_level,沼津・富士,o,o,500,"top_level_base,in_ME,in_MG,ahrefs_500"
掛川,静岡県,hamamatsu-掛川,/hamamatsu/,top_level,浜松・掛川,o,,450,"top_level_base,in_ME"
沼津,静岡県,numazu-沼津,/numazu/,top_level,沼津・富士,o,o,3450,"top_level_base,in_ME,in_MG,ahrefs_3450"
浜松,静岡県,hamamatsu-浜松,/hamamatsu/,top_level,浜松・掛川,o,o,13340,"top_level_base,in_ME,in_MG,ahrefs_13340"
静岡,静岡県,shizuoka-静岡,/shizuoka/,top_level,静岡・中部,o,o,6600,"top_level_base,in_ME,in_MG,ahrefs_6600"
香川,香川県,kagawa-香川,/kagawa/,top_level,香川・高松,o,o,1550,"top_level_base,in_ME,in_MG,ahrefs_1550"
高松,香川県,kagawa-高松,/kagawa/,top_level,香川・高松,o,,8600,"top_level_base,in_ME,ahrefs_8600"
高知,高知県,kochi,/kochi/,top_level,高知,o,,2300,"top_level_base,in_ME,ahrefs_2300"
米子,鳥取県,tottori-米子,/tottori/,top_level,鳥取・米子,,,2000,"top_level_base,ahrefs_2000"
鳥取,鳥取県,tottori-鳥取,/tottori/,top_level,鳥取・米子,,,2300,"top_level_base,ahrefs_2300"
霧島,鹿児島県,kagoshima-霧島,/kagoshima/,top_level,鹿児島・霧島,,,1100,"top_level_base,ahrefs_1100"
鹿児島,鹿児島県,kagoshima-鹿児島,/kagoshima/,top_level,鹿児島・霧島,o,o,25460,"top_level_base,in_ME,in_MG,ahrefs_25460"
