area_name,prefecture,slug,source_url,type,parent_area,in_me,in_mg,ahrefs_volume,reasons,salon_count
湘南台,神奈川県,fujisawa-湘南台,/fujisawa/shonandai-station/all/,top_level,藤沢・湘南台,o,,2100,"top_level_base,in_ME,ahrefs_2100",22
溝の口,神奈川県,mizonokuchi,/mizonokuchi/mizonokuchi-station/all/,station,溝,o,o,9290,"in_ME,in_MG,ahrefs_9290",47
登戸,神奈川県,noborito-登戸,/noborito/noborito-station/all/,top_level,登戸・向ヶ丘遊園,o,o,4790,"top_level_base,in_ME,in_MG,ahrefs_4790",19
相模原,神奈川県,sagamihara-相模原,/sagamihara/sagamihara-station/all/,top_level,相模原・橋本,,o,5650,"top_level_base,in_MG,ahrefs_5650",30
相模大塚,神奈川県,sagamiotsuka,/yamato/sagamiotsuka-station/all/,station,大和・南林間,o,,0,in_ME,1
相模大野,神奈川県,sagamiono-相模大野,/sagamiono/sagamiono-station/all/,top_level,相模大野・小田急相模原,,,5550,"top_level_base,ahrefs_5550",32
稲田堤,神奈川県,inadazutsumi,/noborito/inadazutsumi-station/all/,station,登戸・向ヶ丘遊園,,,1000,ahrefs_1000,7
綱島,神奈川県,tsunashima,/musashikosugi/tsunashima-station/all/,station,武蔵小杉・日吉,,,4000,ahrefs_4000,22
茅ヶ崎,神奈川県,chigasaki-茅ヶ崎,/chigasaki/chigasaki-station/all/,top_level,茅ヶ崎・平塚,,,1950,"top_level_base,ahrefs_1950",18
菊名,神奈川県,shinyokohama-菊名,/shinyokohama/kikuna-station/all/,top_level,新横浜・菊名,o,,750,"top_level_base,in_ME,ahrefs_750",4
藤沢,神奈川県,fujisawa-藤沢,/fujisawa/fujisawa-station/all/,top_level,藤沢・湘南台,o,o,5340,"top_level_base,in_ME,in_MG,ahrefs_5340",51
関内,神奈川県,yokohama-関内,/yokohama/kannai-station/all/,top_level,横浜・関内,o,o,8010,"top_level_base,in_ME,in_MG,ahrefs_8010",57
青葉台,神奈川県,saginuma-青葉台,/saginuma/aobadai-station/all/,top_level,鷺沼・たまプラーザ・青葉台,,,2700,"top_level_base,ahrefs_2700",13
鶴見,神奈川県,kawasaki-鶴見,/kawasaki/tsurumi-station/all/,top_level,川崎・鶴見,,,3050,"top_level_base,ahrefs_3050",33
鷺沼,神奈川県,saginuma-鷺沼,/saginuma/saginuma-station/all/,top_level,鷺沼・たまプラーザ・青葉台,,,1600,"top_level_base,ahrefs_1600",10
片町,福井県,fukui-片町,/fukui/,top_level,福井・片町,o,,0,"top_level_base,in_ME",44
福井,福井県,fukui-福井,/fukui/,top_level,福井・片町,,,4300,"top_level_base,ahrefs_4300",44
久留米,福岡県,kurume-久留米,/kurume/,top_level,久留米・筑後,o,o,14640,"top_level_base,in_ME,in_MG,ahrefs_14640",30
北九州,福岡県,kitakyushu-北九州,/kitakyushu/,top_level,北九州・小倉,o,,2650,"top_level_base,in_ME,ahrefs_2650",50
南小倉,福岡県,minamikokura,/kitakyushu/minamikokura-station/all/,station,北九州・小倉,,o,0,in_MG,1
博多,福岡県,hakata,/hakata/hakata-station/all/,top_level,博多,o,o,26750,"top_level_base,in_ME,in_MG,ahrefs_26750",138
天神,福岡県,tenjin,/hakata/tenjin-station/all/,station,博多,o,,2300,"in_ME,ahrefs_2300",10
小倉,福岡県,kitakyushu-小倉,/kitakyushu/kokura-station/all/,top_level,北九州・小倉,,o,19200,"top_level_base,in_MG,ahrefs_19200",33
筑後,福岡県,kurume-筑後,/kurume/,top_level,久留米・筑後,o,,0,"top_level_base,in_ME",30
薬院,福岡県,yakuin,/hakata/yakuin-station/all/,station,博多,o,,400,in_ME,7
西小倉,福岡県,nishikokura,/kitakyushu/nishikokura-station/all/,station,北九州・小倉,,o,0,in_MG,2
西鉄平尾,福岡県,hirao,/hakata/hirao-station/all/,station,博多,o,,0,in_ME,6
黒崎,福岡県,kurosaki,/kitakyushu/kurosaki-station/all/,station,北九州・小倉,,,1800,ahrefs_1800,2
福島,福島県,fukushima-福島,/fukushima/,top_level,福島・郡山,,o,3390,"top_level_base,in_MG,ahrefs_3390",45
郡山,福島県,fukushima-郡山,/fukushima/,top_level,福島・郡山,o,,5930,"top_level_base,in_ME,ahrefs_5930",45
秋田,秋田県,akita,/akita/,top_level,秋田,,,4010,"top_level_base,ahrefs_4010",9
群馬,群馬県,gunma-群馬,/gunma/,top_level,群馬・高崎,,,7550,"top_level_base,ahrefs_7550",120
高崎,群馬県,gunma-高崎,/gunma/,top_level,群馬・高崎,o,o,3750,"top_level_base,in_ME,in_MG,ahrefs_3750",120
つくば,茨城県,tsukuba-つくば,/tsukuba/,top_level,茨城西南（つくば・土浦）,o,o,7100,"top_level_base,in_ME,in_MG,ahrefs_7100",99
土浦,茨城県,tsukuba-土浦,/tsukuba/,top_level,茨城西南（つくば・土浦）,o,,1700,"top_level_base,in_ME,ahrefs_1700",99
水戸,茨城県,ibaraki-水戸,/ibaraki/,top_level,茨城央北（水戸・神栖）,o,o,13300,"top_level_base,in_ME,in_MG,ahrefs_13300",80
神栖,茨城県,ibaraki-神栖,/ibaraki/,top_level,茨城央北（水戸・神栖）,,,1500,"top_level_base,ahrefs_1500",80
茨城央北,茨城県,ibaraki-茨城央北,/ibaraki/,top_level,茨城央北（水戸・神栖）,,,0,top_level_base,80
茨城西南,茨城県,tsukuba-茨城西南,/tsukuba/,top_level,茨城西南（つくば・土浦）,,,0,top_level_base,99
佐世保,長崎県,nagasaki-佐世保,/nagasaki/,top_level,長崎・佐世保,o,,3300,"top_level_base,in_ME,ahrefs_3300",13
長崎,長崎県,nagasaki-長崎,/nagasaki/,top_level,長崎・佐世保,o,,8740,"top_level_base,in_ME,ahrefs_8740",13
松本,長野県,nagano-松本,/nagano/,top_level,長野・松本,o,o,3650,"top_level_base,in_ME,in_MG,ahrefs_3650",66
長野,長野県,nagano-長野,/nagano/,top_level,長野・松本,,o,5310,"top_level_base,in_MG,ahrefs_5310",66
弘前,青森県,aomori-弘前,/aomori/,top_level,青森・弘前,o,,800,"top_level_base,in_ME,ahrefs_800",11
青森,青森県,aomori-青森,/aomori/,top_level,青森・弘前,,,2560,"top_level_base,ahrefs_2560",11
中部,静岡県,shizuoka-中部,/shizuoka/,top_level,静岡・中部,,,0,top_level_base,96
富士,静岡県,numazu-富士,/numazu/,top_level,沼津・富士,o,o,500,"top_level_base,in_ME,in_MG,ahrefs_500",66
掛川,静岡県,hamamatsu-掛川,/hamamatsu/,top_level,浜松・掛川,o,,450,"top_level_base,in_ME",175
沼津,静岡県,numazu-沼津,/numazu/,top_level,沼津・富士,o,o,3450,"top_level_base,in_ME,in_MG,ahrefs_3450",66
浜松,静岡県,hamamatsu-浜松,/hamamatsu/,top_level,浜松・掛川,o,o,13340,"top_level_base,in_ME,in_MG,ahrefs_13340",175
静岡,静岡県,shizuoka-静岡,/shizuoka/,top_level,静岡・中部,o,o,6600,"top_level_base,in_ME,in_MG,ahrefs_6600",96
香川,香川県,kagawa-香川,/kagawa/,top_level,香川・高松,o,o,1550,"top_level_base,in_ME,in_MG,ahrefs_1550",27
高松,香川県,kagawa-高松,/kagawa/,top_level,香川・高松,o,,8600,"top_level_base,in_ME,ahrefs_8600",27
高知,高知県,kochi,/kochi/,top_level,高知,o,,2300,"top_level_base,in_ME,ahrefs_2300",8
米子,鳥取県,tottori-米子,/tottori/,top_level,鳥取・米子,,,2000,"top_level_base,ahrefs_2000",5
鳥取,鳥取県,tottori-鳥取,/tottori/,top_level,鳥取・米子,,,2300,"top_level_base,ahrefs_2300",5
霧島,鹿児島県,kagoshima-霧島,/kagoshima/,top_level,鹿児島・霧島,,,1100,"top_level_base,ahrefs_1100",22
鹿児島,鹿児島県,kagoshima-鹿児島,/kagoshima/,top_level,鹿児島・霧島,o,o,25460,"top_level_base,in_ME,in_MG,ahrefs_25460",22
